Student ID,average_score,assessments_completed,performance_trend
8698764,63.0,7,-55.33
10288456,21.88,3,40.0
10476677,79.62,8,-12.25
10700295,47.12,4,0.5
11040511,19.5,2,-44.0
11175690,72.75,8,-39.5
11280583,51.62,7,15.67
11294309,69.0,8,4.0
11387327,0.0,0,0.0
11435169,88.12,8,-20.75
11720062,100.0,8,0.0
11932445,98.0,8,-4.0
11968244,36.38,4,-9.5
12172696,84.0,8,22.0
12177825,61.75,6,-35.33
12230549,80.12,8,-7.25
12241102,96.25,8,-7.5
12302791,85.75,8,-28.5
12385441,58.25,7,-72.67
12441578,95.0,8,-4.5
12584561,71.88,8,-38.75
12883876,100.0,8,0.0
13124171,31.75,5,-41.5
13148647,100.0,8,0.0
13205082,32.5,8,-35.5
13606343,100.0,8,0.0
13845265,65.88,7,-49.0
13853407,80.62,7,2.67
13889013,87.5,7,0.0
13891162,19.38,4,-41.5
13902965,78.38,8,-23.25
13912660,100.0,8,0.0
13923218,69.75,8,-45.5
13969648,100.0,8,0.0
14023706,95.62,8,-8.75
14036427,75.75,7,-16.33
14056233,71.88,8,-46.25
14123987,97.5,8,1.0
14532650,82.12,8,-13.75
14618318,95.5,8,-9.0
14804335,97.5,8,-5.0
14882960,93.88,8,-12.25
14883984,56.5,8,15.0
15030415,100.0,8,0.0
15168545,100.0,8,0.0
15446974,41.38,8,16.25
15711707,72.12,8,-35.75
15748697,49.25,8,-35.5
16013789,50.0,4,0.0
16238312,98.75,8,-2.5
16459971,36.0,7,-26.33
16468243,88.0,8,-24.0
16640820,66.5,7,5.67
16984312,97.75,8,-4.5
17400417,60.75,7,-4.0
17513375,100.0,8,0.0
17744422,33.62,8,-8.25
17858319,85.5,8,-14.0
17959599,94.0,8,8.0
17996963,100.0,8,0.0
18065078,97.75,8,-4.5
18094987,91.25,8,-17.5
18280022,65.75,8,-49.5
18320642,57.38,8,-32.25
18416579,76.25,8,-25.5
18513744,41.25,5,-45.0
18772021,98.0,8,-4.0
18884292,47.75,4,9.0
18953844,70.0,8,-35.0
19328111,36.88,4,-52.5
19468959,37.75,6,-20.67
19620947,59.88,8,-52.75
19880196,26.12,3,-1.0
20248719,65.75,8,-41.5
20679724,17.5,2,-60.0
20743976,71.5,7,-17.33
20818529,73.0,7,-28.67
21002121,73.62,8,-23.75
21452781,0.0,0,0.0
21585127,98.62,8,2.75
21815986,47.0,8,-26.5
21874749,99.12,8,-1.75
21910507,98.75,8,2.5
22105353,78.62,8,-42.75
22272253,100.0,8,0.0
22290486,85.62,8,-28.75
22313524,12.5,1,0.0
22699641,100.0,8,0.0
22711334,68.38,8,4.25
22731950,62.0,8,-49.5
23061621,60.5,8,2.0
23158909,81.62,8,-31.75
23775687,98.75,8,-2.5
23811832,42.12,5,-5.5
24014421,0.0,0,0.0
24073770,97.88,8,-4.25
24642845,50.0,4,0.0
25024418,81.38,8,-36.25
25979893,59.62,7,-44.0
25992894,55.88,8,-33.75
26013074,99.62,8,-0.75
26456552,72.88,8,-1.25
26460428,80.0,8,-40.0
26484165,91.88,8,-16.25
26832681,92.62,8,-0.25
27228934,88.12,8,-7.25
27285481,0.0,0,0.0
27325452,71.12,8,-25.25
27538054,100.0,8,0.0
28109761,89.75,8,4.5
28152410,74.12,8,-9.25
28355991,40.25,5,-35.0
28613839,86.88,8,-21.25
28754240,98.12,8,1.25
28916910,81.88,8,-36.25
28993185,6.25,1,0.0
29029987,99.38,8,1.25
29138045,88.88,8,-4.25
29195474,33.12,8,-11.25
29301129,100.0,8,0.0
29331915,60.12,7,-64.33
29351898,32.0,8,-16.5
29385358,0.0,0,0.0
29444926,100.0,8,0.0
29489924,98.75,8,-2.5
29795251,89.88,8,2.25
29910308,52.25,5,-41.0
30166785,100.0,8,0.0
30206107,55.0,7,-46.67
30336956,46.88,5,-19.5
30717488,96.25,8,2.5
30734738,96.12,8,-7.75
30743853,72.12,8,-40.75
30851750,74.88,8,-25.25
30993222,74.0,8,-31.5
31144339,89.88,8,-15.25
31446992,80.0,8,7.0
31664592,67.12,8,-31.75
31775286,68.25,7,-42.33
31893038,36.88,4,25.5
31931305,33.38,3,-9.0
31988752,91.12,8,-12.75
32063855,99.62,8,-0.75
32079179,90.62,8,-6.25
32150780,94.38,8,-11.25
32301635,98.62,8,-2.75
32320940,98.88,8,-0.25
32600799,81.38,7,-16.33
32670174,5.38,1,0.0
32793157,100.0,8,0.0
33021789,70.38,8,-54.25
33373565,0.0,0,0.0
33544570,75.5,8,-25.5
33737937,33.0,7,-41.33
33867994,100.0,8,0.0
34154633,95.88,8,-8.25
34164438,98.75,8,-2.5
34344202,68.25,8,-54.5
34371289,37.0,6,-32.0
34825539,98.38,8,3.25
35092169,81.75,8,1.0
35239168,79.88,8,-7.25
35282012,100.0,8,0.0
35320195,73.88,8,-50.25
35962311,75.12,7,-19.67
36316773,15.5,2,-76.0
36458945,74.62,8,23.75
36814683,61.38,8,12.75
36925796,70.88,7,-31.0
37503866,100.0,8,0.0
37720912,76.0,8,25.0
37734403,90.5,8,-19.0
37861048,12.88,2,53.0
38764404,91.38,8,0.25
38996093,98.5,8,3.0
39404900,98.75,8,2.5
39518199,12.5,1,0.0
39801624,100.0,8,0.0
39812656,94.75,8,10.5
40153489,69.88,7,27.0
40300574,76.75,8,-29.0
40435657,95.62,8,-8.75
40541902,0.0,0,0.0
40584220,84.88,8,-3.25
40963132,65.25,6,-26.0
40972553,56.88,6,-19.67
41115870,61.25,8,-40.5
41206961,86.12,8,-25.25
41707679,97.62,8,-4.75
41829309,58.38,8,-17.75
41860313,91.62,8,-0.25
42120296,33.75,5,-52.0
42153309,74.25,8,-36.5
42381774,57.75,8,-33.0
42687541,63.38,7,-30.0
42738772,27.0,6,-52.0
42806736,85.38,8,-29.25
42867665,0.0,0,0.0
42938631,80.62,7,-17.67
43067324,100.0,8,0.0
43297874,100.0,8,0.0
43426555,95.75,8,-8.5
43670750,89.25,8,-21.5
43736747,56.0,7,-60.0
44013913,83.5,8,-13.0
44259391,59.38,6,10.33
44350129,75.38,8,-24.25
44424412,95.62,8,-8.75
44513932,89.5,8,-21.0
44639956,61.5,8,-10.5
45144205,84.25,8,-26.5
45213749,31.25,3,-50.0
45468572,38.38,5,0.5
45672982,71.5,8,-42.0
45873056,85.38,8,-29.25
45990970,38.38,6,-41.0
46159542,71.38,8,-38.75
46244140,100.0,8,0.0
46247807,39.0,6,-26.67
46444181,100.0,8,0.0
46498216,80.62,8,-20.25
47343059,80.0,8,-7.5
47380529,56.88,7,-16.33
47555228,38.88,7,-3.67
47907778,100.0,8,0.0
48184659,25.38,6,-22.33
48251029,97.25,8,-5.5
48344774,100.0,8,0.0
48627789,0.0,0,0.0
49135579,6.5,2,-24.0
49152359,0.0,0,0.0
49312326,69.5,7,-46.0
49417477,88.25,8,-8.5
49784910,36.88,6,19.67
49803756,89.75,8,8.0
49806843,65.62,8,-35.25
49820973,62.5,7,-12.67
49843368,35.25,5,-62.5
49843807,85.25,8,-29.5
49940417,72.12,8,-46.75
50077980,42.5,7,-13.0
50192240,100.0,8,0.0
50301485,92.12,8,-5.75
50371858,68.12,7,-16.33
50419199,30.0,5,-43.5
50640627,100.0,8,0.0
51204596,76.75,8,5.0
51245704,100.0,8,0.0
51249407,88.25,8,-0.5
51313926,77.12,7,-27.67
51315077,83.38,8,4.75
51341397,80.88,8,-6.75
51559349,100.0,8,0.0
51596177,85.0,8,-11.5
51666805,97.5,8,-5.0
51931289,97.38,8,-5.25
51984127,100.0,8,0.0
52003280,100.0,8,0.0
52273626,100.0,8,0.0
52689053,95.0,8,-10.0
52701053,99.5,8,-1.0
53033989,50.88,8,12.25
53220917,100.0,8,0.0
53637669,93.62,8,-12.75
53679865,97.75,8,-4.5
53690925,97.62,8,4.75
53901476,85.75,8,5.5
53905435,75.75,8,-5.0
54063073,99.62,8,-0.75
54081596,97.38,8,-5.25
54083433,76.5,8,8.5
54093626,97.0,8,6.0
54183175,37.5,5,28.5
54202295,59.38,8,25.25
54272087,64.62,8,-14.75
55094480,86.38,8,-26.75
55277330,65.75,8,-29.5
55418801,98.62,8,-2.75
55621442,59.38,5,-5.5
55898988,97.5,8,0.0
55965532,71.88,6,-8.33
55973104,82.12,8,-8.25
56044324,32.62,7,-12.33
56197684,11.12,3,7.0
56227389,77.5,8,-20.0
56340396,96.5,8,-7.0
56472638,97.5,8,-5.0
56634669,100.0,8,0.0
56890291,68.5,8,-21.5
57005216,2.38,1,0.0
57282663,22.75,3,42.0
57325329,16.38,4,-34.5
57357102,100.0,8,0.0
57372970,79.75,8,-35.5
57814323,78.88,8,-37.25
58128136,65.12,8,-54.25
58441904,96.75,8,3.5
58555565,36.5,3,0.0
58740203,12.5,1,0.0
58877207,84.75,8,-2.5
58887597,89.12,8,-21.25
59125777,93.75,8,-12.5
59128100,100.0,8,0.0
59226246,93.75,8,12.5
59293621,100.0,8,0.0
59338005,84.12,8,-30.75
59524742,58.0,7,-54.67
59715668,36.25,5,-8.0
59897937,70.25,8,10.0
60042038,98.75,8,-2.5
60054282,57.25,8,-40.5
60182001,89.0,8,2.0
60745414,71.0,7,-15.67
60813480,8.5,3,-36.0
60861463,81.12,8,13.75
61051356,98.62,8,-2.75
61329673,100.0,8,0.0
61412453,100.0,8,0.0
61553683,68.38,8,-53.25
61861882,84.38,8,-28.75
61943620,12.5,1,0.0
62046439,86.5,8,-10.5
62220404,92.0,8,-16.0
62605871,81.5,8,-37.0
63180180,96.25,8,-7.5
63378634,100.0,8,0.0
63432844,93.25,8,-13.5
64075942,92.75,8,2.0
64173672,100.0,8,0.0
64316426,98.5,8,-3.0
64549122,92.25,8,-10.5
64609448,53.62,8,-21.25
64723117,48.38,8,-33.25
64734377,63.62,8,-18.75
64785805,61.5,7,-38.0
65115725,19.12,2,-45.0
65441128,15.25,3,-98.0
65577314,96.62,8,-6.75
65958403,88.12,8,-23.75
66131761,53.88,7,-56.33
66252940,88.12,8,-23.75
66437072,99.25,8,-1.5
66723966,45.38,7,-4.67
67254598,85.0,8,-18.5
67413804,56.12,8,-40.75
67563666,96.12,8,-6.25
67714530,18.25,3,-25.0
68074530,65.25,8,-50.5
68123853,71.0,8,-21.5
68138284,63.38,8,12.75
68439715,87.38,8,-16.75
68661280,70.62,7,-25.67
68877111,91.12,8,-17.75
69085025,86.12,8,-9.75
69444875,85.25,8,-29.0
69631998,93.38,8,-3.25
69780409,32.5,4,0.0
70086521,83.5,8,1.5
70246117,100.0,8,0.0
70335619,73.75,7,-36.67
70370127,90.88,8,-18.25
70486795,76.0,8,-18.0
70526424,83.88,7,-4.0
70537205,63.62,8,-47.75
71058846,70.62,7,9.67
71154497,82.75,8,-14.5
71445998,72.25,8,9.5
71563189,97.5,8,-5.0
71580428,65.25,8,-17.0
71830478,100.0,8,0.0
72056551,95.75,8,-8.5
72290424,84.38,8,-25.25
72415446,100.0,8,0.0
72433921,99.25,8,-1.5
72623279,23.12,5,-7.0
72692928,18.25,6,-0.67
72729148,87.0,7,1.33
72777338,98.5,8,3.0
73381689,69.62,8,16.75
73496760,80.88,8,-4.75
73498296,56.5,7,9.33
73625555,86.62,8,15.75
73635110,87.12,8,-17.25
73949620,28.25,5,-81.5
74247101,93.25,8,13.5
74401839,75.5,8,-27.0
74411086,72.25,8,-31.0
74467121,98.75,8,2.5
75006835,78.75,8,-16.5
75033531,33.88,6,-7.0
75163235,27.12,8,-3.75
75234910,96.38,8,-2.25
75409861,67.12,8,-24.25
75637165,77.0,8,-24.0
75640034,51.0,7,-23.0
76194983,81.88,8,2.25
76513814,62.88,7,-15.0
76582161,72.5,8,-21.0
76615032,71.62,8,-22.25
76691322,68.0,7,-40.67
76830158,64.38,7,15.0
76931823,40.5,5,-73.5
77330996,34.0,6,-62.0
77471025,100.0,8,0.0
77473690,16.75,6,-3.33
77780895,41.38,8,-23.25
77783669,97.12,8,-5.75
77901366,95.25,8,-9.5
77958105,98.62,8,-1.75
78199665,84.0,8,-2.0
78401128,51.75,8,-10.5
78534290,93.88,8,-5.25
78735752,98.62,8,-2.75
79087907,93.88,8,-12.25
79275168,100.0,8,0.0
79670982,56.12,7,-45.0
79927954,98.0,8,1.0
80039952,87.12,8,-14.25
80120692,56.5,7,-64.0
80667580,56.62,7,-44.67
80690307,36.25,4,-22.0
80960369,71.0,8,-53.0
81097533,62.0,7,-68.0
81124900,45.0,5,-39.0
81200570,95.5,8,1.0
81499042,88.25,8,-12.0
81532511,57.62,7,-39.67
81561751,99.25,8,-1.5
81734132,24.5,3,-14.0
81769123,85.38,8,-26.75
81811643,96.25,8,-7.5
81957314,70.12,8,-16.75
82002923,58.62,7,-35.67
82214753,98.62,8,-2.75
82286975,100.0,8,0.0
82380239,90.5,8,-11.5
82478159,76.88,8,3.75
82500610,14.75,3,-90.0
82554050,92.5,8,-0.5
82996017,52.75,7,29.0
83078402,100.0,8,0.0
83083224,87.0,8,-17.0
83442693,26.38,4,-33.5
83496795,100.0,8,0.0
83811033,86.5,8,-12.5
84129199,80.75,8,-6.0
84581194,52.38,5,-38.5
84637902,100.0,8,0.0
84670111,96.5,8,-7.0
84753489,94.0,8,-6.0
85258615,0.12,1,0.0
85696727,85.88,8,19.75
86124581,89.75,8,-20.5
86253272,100.0,8,0.0
86325753,98.12,8,-3.75
86703236,72.88,7,-37.0
86849692,57.88,7,-32.67
86936692,34.0,5,-49.0
87098918,50.12,8,-20.75
87452756,80.5,8,16.5
87868419,88.25,8,-23.5
87937302,92.62,8,-2.75
88094627,99.0,8,-2.0
88103879,64.12,8,-37.25
88261711,46.88,8,-34.75
88492644,6.38,1,0.0
88678732,100.0,8,0.0
88962100,100.0,8,0.0
89070671,93.12,8,-13.75
89340541,93.5,8,-13.0
89490222,70.12,8,-31.25
89516281,98.62,8,2.75
89660073,29.38,4,-31.5
90239774,88.62,8,-21.25
90636857,34.12,4,24.5
90834231,35.75,6,-44.67
90996365,86.75,8,-2.0
91016743,93.12,8,-13.75
91106388,99.88,8,0.25
91435409,93.62,8,-12.75
91544606,75.25,8,-23.5
91656080,58.88,8,36.25
91779366,70.88,8,-58.25
91799031,55.75,8,-1.5
92121028,93.38,8,-13.25
92157513,86.38,8,-8.75
92244107,80.75,8,-25.0
92462943,79.75,8,-39.5
92536739,84.25,8,-18.0
93258021,82.88,8,-9.25
93641353,78.75,8,-36.5
93947522,9.75,3,-42.0
94039775,56.62,8,-39.25
94059794,90.75,8,-3.5
94184069,78.88,8,-9.25
94193537,100.0,8,0.0
94334509,77.88,7,-25.67
94343900,98.62,8,2.75
94381743,62.25,8,19.5
94594330,94.38,8,-8.75
94651334,82.25,7,-14.0
94695963,87.75,8,-24.5
94824610,71.12,8,-39.25
94871750,87.38,8,5.75
94998106,87.75,8,2.5
95524924,98.38,8,3.25
95975416,49.38,7,-72.33
95977109,57.0,8,-7.5
96346768,85.12,8,12.25
96527044,10.0,1,0.0
96584519,87.12,8,-19.75
96631030,99.62,8,-0.75
96754197,100.0,8,0.0
96939852,58.5,7,-1.0
96984816,78.5,7,-20.67
97166205,79.62,8,-34.25
97193550,100.0,8,0.0
97398591,93.12,8,-13.75
97427902,94.25,8,10.5
97448009,97.12,8,-5.75
97775926,34.12,3,-27.0
97998433,68.38,8,-20.75
98067951,83.38,8,-8.25
98168038,73.88,8,-27.75
98530304,22.75,3,58.0
98615098,98.75,8,-2.5
98726176,82.0,8,-35.0
98740194,83.12,8,-13.75
98777618,63.88,6,-27.0
99009367,80.75,8,-22.5
99046614,95.25,8,-8.0
99218881,93.88,8,-12.25
99403012,97.62,8,-4.75
99435901,100.0,8,0.0
99958938,77.75,8,-24.5
